step,loss
0,inf
1,21.833737776079793
2,14.221966696747945
3,13.01381860008263
4,11.919216043017094
5,11.080683355492775
6,10.332687196001794
7,9.62333443456627
8,9.228089959605553
9,8.937856914780635
10,8.90480988662128
11,8.594552629477816
12,8.307748833193267
13,8.093101115162
14,8.013424423040641
15,7.83814212813482
16,7.905510368424261
17,7.63029778898388
18,7.509669090509705
19,7.317682481533417
20,7.180128233117753
21,7.024628317795233
22,6.813844855986225
23,6.626697967828389
24,6.456953276349818
25,6.347962338294412
26,6.211681095951685
27,6.0583534185842645
28,5.931929107781103
29,5.829864024873052
30,5.660826637631826
31,5.544583321910683
32,5.42659196361526
33,5.3062806465617465
34,5.20374246550312
35,5.0928403546538865
36,5.019744981830396
37,4.931415325065761
38,4.877691732042004
39,4.843908239250811
40,4.760117046650871
41,4.699702080343123
42,4.613322250375719
43,4.559840059570807
44,4.520188755649399
45,4.424980532047159
46,4.356119161445998
47,4.3050326024285
48,4.233685820954206
49,4.203400960318018
50,4.145136693445529
51,4.089148930852023
52,4.048697571634237
53,3.998813268998617
54,3.957531200256519
55,3.9225724385415504
56,3.884059276819975
57,3.824747499873433
58,3.8089962025243405
59,3.780720114731057
60,3.7365348242358545
61,3.6982709719000457
62,3.6611327093299773
63,3.6397479464945213
64,3.595029047717025
65,3.564371844860996
66,3.521922296090225
67,3.4925132412267264
68,3.455742073514687
69,3.4312919638671633
70,3.3989328032594157
71,3.368380577332096
72,3.3260654877895357
73,3.291792947002245
74,3.265753232397363
75,3.22916099051406
76,3.2003489569483055
77,3.163482850429835
78,3.1328936248808725
79,3.112707965470504
80,3.0885803186846106
81,3.078228647011753
82,3.0650580359880704
83,3.040080484757812
84,3.0169445746981673
85,2.99706154137653
86,2.9701672700199144
87,2.9692937218168027
88,2.958567634263579
89,2.930542792521308
90,2.9100763208397407
91,2.892878373244643
92,2.8723136980635786
93,2.8684628973596435
94,2.841133889328895
95,2.8289204549424194
96,2.8172331797433703
97,2.810284253437625
98,2.796817252525815
99,2.7778902237281957
100,2.7671652517229535
101,2.7440884084158883
102,2.731506055360567
103,2.7258299062500804
104,2.705466734460445
105,2.697566983195975
106,2.673828948154517
107,2.6545729582775395
108,2.638374158794479
109,2.6239988209851766
110,2.603268239097034
111,2.5839682573411547
112,2.5636905762024846
113,2.551961057758771
114,2.5344755978366984
115,2.5187223905100193
116,2.5076866293972753
117,2.5025234862635477
118,2.488412011361767
119,2.4770728770733252
120,2.48164675364258
121,2.4722172248906005
122,2.4614111233370166
123,2.4470483029067474
124,2.4351189866726455
125,2.430057827107212
126,2.4140229706145147
127,2.403884181521663
128,2.3923151052010985
129,2.3845491077013805
130,2.376498578808015
131,2.3628419267609644
132,2.3538190903782747
133,2.3496043196710685
134,2.337213137250743
135,2.3236517054065864
136,2.308916256701936
137,2.299367821261905
138,2.288110877361203
139,2.281488151116262
140,2.272603503497881
141,2.25980371917664
142,2.248776029777827
143,2.2397617407914914
144,2.2326265132174443
145,2.2217677622982657
146,2.2164687678233204
147,2.203131689461827
148,2.1976926658627383
149,2.188480265604082
150,2.1830929208912293
151,2.172657619309866
152,2.1710307892589227
153,2.1643467988974394
154,2.1600041171563786
155,2.155159568379142
156,2.1471666333112975
157,2.136286000016593
158,2.1261436532559355
159,2.1175345502961394
160,2.1098731149649894
161,2.103833562112001
162,2.0931503248412646
163,2.0827205736866765
164,2.074261756358576
165,2.063084289827686
166,2.0577332713636545
167,2.049311274458435
168,2.045440664942488
169,2.0447155987490913
170,2.034175893030597
171,2.0274354632828815
172,2.0219475166346212
173,2.0175844803145457
174,2.0076481716355308
175,2.0015281002802325
176,1.9929435530677977
177,1.9860770777980783
178,1.9792179365501545
179,1.9750876239713258
180,1.9677180470971418
181,1.9594091010555825
182,1.9538479146402477
183,1.948477890240462
184,1.9391887098933183
185,1.9297421366586716
186,1.9218480553078212
187,1.9116604050666535
188,1.9074715278066081
189,1.9034890502109163
190,1.894237598332302
191,1.888649255898506
192,1.880611020240299
193,1.876563792125754
194,1.872260425872895
195,1.8753064565084299
196,1.870279474790517
197,1.8622652707879483
198,1.8542874930225106
199,1.8472928029052773
200,1.8468144526170382
201,1.8447989910112919
202,1.8374306413551267
203,1.8343168719270342
204,1.829401762279935
205,1.824337360425585
206,1.8253122773441723
207,1.819511015147501
208,1.8118341965515978
209,1.8043947511300191
210,1.7966390321683383
211,1.7906145615495446
212,1.787704741487357
213,1.784932787927547
214,1.7797168164438149
215,1.7750772334471452
216,1.7706275142165369
217,1.768214828472352
218,1.7642209096599497
219,1.7613216057073557
220,1.756034303022148
221,1.7528753602376788
222,1.746883475133936
223,1.7414890750148724
224,1.7345250574622955
225,1.7306744830356102
226,1.7244863476574588
227,1.7186478729427515
228,1.7190694913670872
229,1.7171302694197164
230,1.716006697413667
231,1.7104756615908265
232,1.7059649124191814
233,1.7034732249398312
234,1.7067602896722867
235,1.701010252075998
236,1.6952133011046047
237,1.6921721034203483
238,1.6886435035888614
239,1.6857704942882834
240,1.6838851411216817
241,1.6798008785547611
242,1.6747983248878573
243,1.6697392630282173
244,1.6635831473223637
245,1.6583837797449879
246,1.6542992963923568
247,1.6509121433424128
248,1.6445808324943532
249,1.6405341373043125
250,1.6374315829904478
251,1.6353876603470174
252,1.6296727435378326
253,1.6258941585727111
254,1.6234020030665361
255,1.6193819656195434
256,1.6172018254543232
257,1.6162907331056022
258,1.6187403582664344
259,1.614548176753588
260,1.6203114078988896
261,1.6197119815401488
262,1.6171851757683862
263,1.6175367392804634
264,1.6132908569251467
265,1.6077069947341047
266,1.6064829928825717
267,1.607146421700105
268,1.605927644392607
269,1.6048163043343335
270,1.6040184569943625
271,1.6027260404441728
272,1.5979946715021456
273,1.5945268049933932
274,1.5916088304428408
275,1.5879772765486715
276,1.5843879444631923
277,1.5802789595531588
278,1.5759799254841547
279,1.5721743306173142
280,1.56839377307928
281,1.5661812813524922
282,1.5617346711377909
283,1.5606331284607007
284,1.5596282759811464
285,1.5556697855181194
286,1.5531349438682378
287,1.5510812982684234
288,1.546771802434184
289,1.5431304226802796
290,1.539334353268156
291,1.5389771375513717
292,1.5381329909516719
293,1.5375971518468325
294,1.5341289488146572
295,1.5320866550632577
296,1.5291695682146083
297,1.524330593038831
298,1.522160528892391
299,1.518590658451642
300,1.5165683558578997
301,1.5146465260845168
302,1.5115442756296102
303,1.5105404142304555
304,1.506509386939171
305,1.5049768631496716
306,1.5015211486187383
307,1.5004473255570567
308,1.4967811619298175
309,1.495264677029714
310,1.4907315878433456
311,1.4877496478880419
312,1.4846466763230382
313,1.4804855893872086
314,1.4801004849154094
315,1.4768379472318136
316,1.4787722213594292
317,1.4794971435919801
318,1.4752707231846716
319,1.4765209665739625
320,1.4744454547936257
321,1.4709399371013272
322,1.4684598079583009
323,1.464079853859638
324,1.4615682096447902
325,1.4626793798571613
326,1.4599539550322835
327,1.4568988894582486
328,1.457867994532049
329,1.45540051861053
330,1.4555212113219191
331,1.454728308490757
332,1.4556367995472579
333,1.4525902103450807
334,1.4520504114641901
335,1.4500255961769242
336,1.4492970035601
337,1.4469158684779637
338,1.4441754684967092
339,1.4442246299608386
340,1.4405187736020924
341,1.4416831189175519
342,1.4379393449882985
343,1.434951809531393
344,1.4340548100664923
345,1.4315900020222072
346,1.4279083159738104
347,1.425831498474391
348,1.4223739475243828
349,1.4194681064269359
350,1.4155763952339768
351,1.4119679727541337
352,1.4089406805004414
353,1.4062569554953657
354,1.403926283060547
355,1.4012500351598365
356,1.3984543287166193
357,1.3957727247605702
358,1.3940813410047834
359,1.3908465646642807
360,1.389007349502699
361,1.3869938012606096
362,1.3860064938319396
363,1.3872349503267793
364,1.3861001777729969
365,1.382371780391467
366,1.3815544183641626
367,1.3790119006791877
368,1.3763451593013434
369,1.3745080613165508
370,1.3717220107214254
371,1.3700402500424003
372,1.3672816015737086
373,1.3658025097854176
374,1.362843459996523
375,1.3606026498672192
376,1.3616965205022227
377,1.3605724176392524
378,1.3577262568534914
379,1.3559971485876705
380,1.3532085803198435
381,1.3517222610598696
382,1.3490765468060573
383,1.3494281502879393
384,1.3467076285877546
385,1.345337514653961
386,1.34328321201266
387,1.3415937128736648
388,1.339352403101337
389,1.3398421277133163
390,1.336613816217306
391,1.3356082479352698
392,1.3340168825949954
393,1.3319125393302393
394,1.3324526025991246
395,1.3303190688703692
396,1.3290515967079508
397,1.3263824687449663
398,1.325279265353844
399,1.3233873150380426
400,1.322514377602756
401,1.3206048481960784
402,1.3208724756416492
403,1.3191942369409833
404,1.3160963319423784
405,1.3163793821879317
406,1.3159592018206832
407,1.313332814615774
408,1.3110142359543875
409,1.3101593176870554
410,1.307939906097635
411,1.3074017688650856
412,1.3049995375137744
413,1.3058826350170911
414,1.3044152588727822
415,1.3026318767536718
416,1.302585251666057
417,1.301117090315659
418,1.2994906988270207
419,1.299696500864411
420,1.2968201496326017
421,1.294001771249267
422,1.2918340348465094
423,1.2890313000881104
424,1.2905999288451608
425,1.289980662949956
426,1.2881164941263823
427,1.285159277791562
428,1.2838285070487505
429,1.2827152253145178
430,1.2824702022553338
431,1.2805304256286476
432,1.278461163625563
433,1.2785738817820167
434,1.2776271548654479
435,1.2757412214032642
436,1.2766270853210044
437,1.2779979114883409
438,1.2778917555452343
439,1.276563284175357
440,1.2743377810759946
441,1.27224775873689
442,1.2710752914983432
443,1.269013616243388
444,1.2692682845385976
445,1.2699354296822418
446,1.2680782921468468
447,1.2663630108185269
448,1.2658875549456268
449,1.263573136909527
450,1.2628888514167675
451,1.260476005158137
452,1.2619740903280126
453,1.2610570747523107
454,1.2621862055455566
455,1.260418164094313
456,1.2578596090295069
457,1.257964641163222
458,1.256740805858882
459,1.2540894077708273
460,1.2518611838560605
461,1.2509410835382073
462,1.2498286305411173
463,1.2477639334875876
464,1.245133686957386
465,1.2431911326114495
466,1.2407361832205999
467,1.2394776422608142
468,1.2393109671992582
469,1.23816280868276
470,1.2373001575900175
471,1.2363402124622973
472,1.2363641124198095
473,1.235042638329026
474,1.2340057273613705
475,1.2342051934729203
476,1.2319544131320903
477,1.2315116030338302
478,1.231984013286191
479,1.229541581612067
480,1.2296524471092056
481,1.227250811014659
482,1.226179263395111
483,1.2283379635754146
484,1.2266614427366547
485,1.2273790048933308
486,1.227155553586438
487,1.2252822750817716
488,1.2233615815259966
489,1.2218111713464863
490,1.2215863193862087
491,1.220959915426965
492,1.2188576473592025
493,1.2178644591001835
494,1.2166739599266114
495,1.2148593531443437
496,1.2135579540820574
497,1.2120648869917916
498,1.2104203529203124
499,1.208839542547796
500,1.2079625100016704
501,1.2073496481748442
502,1.2054769188830907
503,1.2049864695072396
504,1.2030026047246456
505,1.202346874952148
506,1.2015253795751282
507,1.2004987890978727
508,1.1990893854314273
509,1.1972224572300467
510,1.1968188925305274
511,1.1967077711227174
512,1.1946970015854181
513,1.1935286773419795
514,1.1939658296665974
515,1.1930024493022722
516,1.191433381069577
517,1.18995009623368
518,1.1894693382088024
519,1.1888093363645942
520,1.1870740932521056
521,1.1858700814786878
522,1.187329956381824
523,1.187177747750175
524,1.1859483203475405
525,1.1841356375631755
526,1.1822215650336603
527,1.1807637827383222
528,1.1795869865629145
529,1.1791406614418034
530,1.1781428174243271
531,1.1771275637967642
532,1.1767879996209714
533,1.1750111601125424
534,1.172973807705261
535,1.1709367853562374
536,1.1707619894839194
537,1.1710404951693043
538,1.1700644858805318
539,1.1680855348649892
540,1.1663651481064607
541,1.1665258790745052
542,1.1663193474842417
543,1.1662096849429862
544,1.1651628208478462
545,1.1655184471207154
546,1.1636916300226137
547,1.161656777652404
548,1.1614290565129102
549,1.160285521438276
550,1.1606906631278586
551,1.1604827165902567
552,1.1598452074973804
553,1.1588182882311924
554,1.1573022179291381
555,1.156073301759202
556,1.1556566227843053
557,1.1541467014733888
558,1.1551568161355046
559,1.1558588425422796
560,1.1546836922191843
561,1.1541286747788209
562,1.1524135270540505
563,1.1510011744291941
564,1.1495601529546338
565,1.14801100768579
566,1.148307894579243
567,1.1482141162597361
568,1.1474420277247475
569,1.1474780951228494
570,1.1471672679752547
571,1.1454901290193489
572,1.1445908424231872
573,1.1435945005901598
574,1.142765291169828
575,1.1443297348677026
576,1.1423820238762776
577,1.1409312734685901
578,1.1405437598427262
579,1.1401171168211903
580,1.1384772064691107
581,1.1372687360760194
582,1.1367409960287584
583,1.1371311566003097
